original_path,compressed_path,original_bytes,compressed_bytes,original_sha256,compressed_sha256,restoration_sha256,restoration_bytes,compression
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.1.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.1.1.1.lp.gz,1911993,213357,71710ebcf5a17270afa54658722df1255d6c1ddddfa86278f2ea04f0774060d3,3f14020413d4e3284db7b395054f38d10c0742d6d259e25263c69657b6ae2b18,71710ebcf5a17270afa54658722df1255d6c1ddddfa86278f2ea04f0774060d3,1911993,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.1.1.lp.gz,1912217,213348,9c543101181e0360d5a2cc809009384609ecea4742094575775ae05343b92754,b875f047164289df026f2a231874370e6e4766a0b37dd02c1743977583eba6d6,9c543101181e0360d5a2cc809009384609ecea4742094575775ae05343b92754,1912217,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.1.lp.gz,1912217,213345,ca52ee45f0c818df6ea4167871c6a8a8149d5bfe8f2c9736cf9cf83d49db56c1,d30e51e8390740fc9ce687a78902aa886fbe58e9d0e0dc60c935deca5702cc58,ca52ee45f0c818df6ea4167871c6a8a8149d5bfe8f2c9736cf9cf83d49db56c1,1912217,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.1.lp.gz,1912202,213354,5e23e4f887c62c39f5141aea9a5e1f60913e87888990d15a789548625e5bc0ec,0f57dad12c09ad901fe561eef67eadcaf186076566397b84140822da9de056e6,5e23e4f887c62c39f5141aea9a5e1f60913e87888990d15a789548625e5bc0ec,1912202,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.0.lp.gz,1912215,213351,2cb6eb3e14d0a1ca15b69ced65df502b41c0e84046204d7c6c2eda98c774c8e9,7153857c7ff4588e90f4ccba5806adb1b5b714875d6536a36c797d9f90d07f5d,2cb6eb3e14d0a1ca15b69ced65df502b41c0e84046204d7c6c2eda98c774c8e9,1912215,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.0.0.lp.gz,1912349,213359,b2a5b9edce9aac2e79540873a079ec2fbec38db25ec7957aad246105abfaf642,ca993687fa7186ec74b2d17efa0438738ee17467e5e754749d8bc0ff873662ca,b2a5b9edce9aac2e79540873a079ec2fbec38db25ec7957aad246105abfaf642,1912349,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.0.1.lp.gz,1912217,213350,57f8e3af1fdb484f7c77f434bcd601503b2425cec19089aedf62f7b7b80e43bc,a017916e57921d73cb14229748c98d1b7425dc5a31bfac0971df6c0a75a23d83,57f8e3af1fdb484f7c77f434bcd601503b2425cec19089aedf62f7b7b80e43bc,1912217,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.0.lp.gz,1912217,213355,47b06aee11fa5fd93e2426c46b5efd3e828e005e9ae5a273ed5b1fe1515fa270,791eae477c27f75063bb5ca01ddfb230eb7162fbcd56507b5e770cd47ca7168c,47b06aee11fa5fd93e2426c46b5efd3e828e005e9ae5a273ed5b1fe1515fa270,1912217,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.1.0.lp.gz,1912349,213350,7e04164d92c759b83764e307b9d737ee291edcbe98167d18692d7be1eefbe7b4,6240d0787bd0fad44cb25e6065d770688ade0205183fee17fc6fd097b98adcf1,7e04164d92c759b83764e307b9d737ee291edcbe98167d18692d7be1eefbe7b4,1912349,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.1.1.lp.gz,1912216,213359,092b095e0f8c021a89bed710efd8f938937cfd23e6ac0edc270fd76b3f5999bb,4285e654a45ba7cb938b5560295bd7b07499607b0e5f1e1bbc2ab8eb1417c9a1,092b095e0f8c021a89bed710efd8f938937cfd23e6ac0edc270fd76b3f5999bb,1912216,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.1.lp.gz,1912217,213347,b8cdfa94b45f3877a616ce818ddc98586ba39393f3bff28496e5a54ec86e2df9,56c258863b2a906fe4d5668a683aafd9ce1b0bac71a70a46e9fd865a23976374,b8cdfa94b45f3877a616ce818ddc98586ba39393f3bff28496e5a54ec86e2df9,1912217,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.0.lp.gz,1912217,213355,1eadd7282e2c399d5c516fac9a23b542edd8784253cfe253e4a23160ff3d21f2,c6ca61a4e6a663ba879076dd8726adba96baa4ec71d55ff7542873bbccc4f823,1eadd7282e2c399d5c516fac9a23b542edd8784253cfe253e4a23160ff3d21f2,1912217,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.0.0.lp.gz,1912050,213361,927e150c263ad5364f679cccb5ce5d1a3beb58a0fed92ef7c5f546003bb8ef2d,d9d5cf7d0bdc493ab245adc0281b14f9c69f4aadbaf7951356c13c96f8f2129f,927e150c263ad5364f679cccb5ce5d1a3beb58a0fed92ef7c5f546003bb8ef2d,1912050,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.0.1.lp.gz,1912125,213355,802b00edcbb7b19e3e400c71d3ff369ab17d74eff42814e9dfa07c09aeee2760,c3dcb006f15a953570e0c5f1c3707ed38392a4e21ec5b904150aa0b4adc9a492,802b00edcbb7b19e3e400c71d3ff369ab17d74eff42814e9dfa07c09aeee2760,1912125,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.0.lp.gz,1912347,213346,74ce95355ee842d413eb742bb4b3ba6def1a849f257b61f5715c422e7eb433bc,1485595d0e146f8dead60f212e227136827586e48ff9de98f090c046a5540b9c,74ce95355ee842d413eb742bb4b3ba6def1a849f257b61f5715c422e7eb433bc,1912347,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.1.0.lp.gz,1912349,213358,d8215e0632d67d92d5bbdc821690ee48fa7d9b1c6b86c53527d6d508c4e5ae12,9876b31aaa51fcb92bc3d87932295967a3e3fc7a80e4689dd123533a8e1b7122,d8215e0632d67d92d5bbdc821690ee48fa7d9b1c6b86c53527d6d508c4e5ae12,1912349,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.1.1.lp.gz,1912052,213359,35e10d9bd00a5ac207574852180226880ea70425d9ce19e427fed4535d2ffdac,b1fb326fce569f8b60095f5678670d1d0b190a5c4d53eac1efd8f025881b5a21,35e10d9bd00a5ac207574852180226880ea70425d9ce19e427fed4535d2ffdac,1912052,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.1.lp.gz,1912052,213376,9e605ef0e0c753620f89d4c6dd741f15f0a340e3d1a5c5a8fa26e9890ad2ffd3,b3eddaf7435014f0aa44ad079f4a9869da4198bea717edca79f83eaba1af3915,9e605ef0e0c753620f89d4c6dd741f15f0a340e3d1a5c5a8fa26e9890ad2ffd3,1912052,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.1.lp.gz,1912050,213369,f5828e66abd3f58d99121edb5a3981a992ef72108d0d5f7a145a77454e653ed2,228dadf98580a204c7ac31b46cbc19d2d3deb15f17e6f2b34e9e05b72e108301,f5828e66abd3f58d99121edb5a3981a992ef72108d0d5f7a145a77454e653ed2,1912050,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.0.lp.gz,1912052,213380,adf3e1d2342670f7e76d2a577abef5ae87daba84a46e82a7ec0350fb4590e617,e083c8e3b31704684c3d2901924c658dc33f684d18585e949180f66d66f5c590,adf3e1d2342670f7e76d2a577abef5ae87daba84a46e82a7ec0350fb4590e617,1912052,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.0.0.lp.gz,1912123,213354,865ff4713f79f9a1bb46c1ee86907806c681b20056e9f77490ee0174569531d2,3ff2a134b43c1bf1cc14faa6cf68ae8fbcf3033584151c1b308ea30898e37e4b,865ff4713f79f9a1bb46c1ee86907806c681b20056e9f77490ee0174569531d2,1912123,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.0.1.lp.gz,1912348,213357,c6e0b6c5c6022fff2cb83a03661804b23c10b27931ad7bfedd24238f24a72697,c339f04e64c61340dd95ada337f345f69c69bb756a92c3182481f40afffc22bb,c6e0b6c5c6022fff2cb83a03661804b23c10b27931ad7bfedd24238f24a72697,1912348,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.0.lp.gz,1912123,213364,b721d44aa8b6f0670abc1989ebd8dbf7ed85fc50c707cfb35e890bc1a74ce578,5c379994d9e621b9fd0b592a433987444d2f2b8ac7c422619d8f23cba3448f58,b721d44aa8b6f0670abc1989ebd8dbf7ed85fc50c707cfb35e890bc1a74ce578,1912123,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.1.0.lp.gz,1912050,213359,0540efd216408e23ed522aaf7589f520954b45e81e74286c1a018bf87eea9b6b,29359276c3ecc1127c1d4a14768af7bb9015bd5fb05f5d8343067f398e4a8e61,0540efd216408e23ed522aaf7589f520954b45e81e74286c1a018bf87eea9b6b,1912050,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.1.1.lp.gz,1909868,213356,12dc4814fca94aded24f190ce2fb775a001b388d0c9ac3b9c571cdc07fa92cfc,ca6c619d6267c611a290d591e252804defba23727b7f2038e20884f47e20a081,12dc4814fca94aded24f190ce2fb775a001b388d0c9ac3b9c571cdc07fa92cfc,1909868,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.1.lp.gz,1910091,213343,1dadd5a9cd1603bfb7390895d4538aad7465b5551da48abbe99a67f13850d8a4,2e4f60ec8f0caadb1561218460c21edf93d84f8989c39f70cc5652b23212a0db,1dadd5a9cd1603bfb7390895d4538aad7465b5551da48abbe99a67f13850d8a4,1910091,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.0.lp.gz,1909867,213352,8bfeb0b39dbfe8244cf1ccbbbd2f51d7a04014721c827f843db75d73663dd2d7,b8cb4b52b5e27b1c8aa46073bc2ae75e4b5328a2a52caae76cc816d17d3aad3f,8bfeb0b39dbfe8244cf1ccbbbd2f51d7a04014721c827f843db75d73663dd2d7,1909867,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.0.0.lp.gz,1912334,213345,18f694cf420cad4fbe5125804f776f4829e78bae75739ddf3dfd8f5a278f30fb,e2d8316f9dc0b0e34e5149b549e23f62818e22e825aed54d51d7197c95bc5456,18f694cf420cad4fbe5125804f776f4829e78bae75739ddf3dfd8f5a278f30fb,1912334,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.0.1.lp.gz,1912052,213365,115ccd1f13b15fc9a5629396cc7966aa436a4e5724a4dc1f2799b13474b405b5,05a33c7719b82ff04282e0749b438099b243eabf445ea98b2426b22f48f27722,115ccd1f13b15fc9a5629396cc7966aa436a4e5724a4dc1f2799b13474b405b5,1912052,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.0.lp.gz,1912037,213359,f1edc43a045870da16eef4ac41938df35f258c73839d999dbb5612166dccdc7f,b6a008378a1e85762c0d55c265342dce5243b420594f40d4a6dcbd9ffddc8b99,f1edc43a045870da16eef4ac41938df35f258c73839d999dbb5612166dccdc7f,1912037,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.1.0.lp.gz,1912122,213357,085a097df17c36be102babf454458c5f357dc9694dbad268b8db47086071070c,c682b5bf9712fc996c28e431f185e8f666cf5c82c1373a7cc56aef9b65727a57,085a097df17c36be102babf454458c5f357dc9694dbad268b8db47086071070c,1912122,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.1.1.lp.gz,1912349,213342,61595f556d045f33e5c2b15514c926aeca8f5ea1d0b766e6fb62105e1bf2f8ac,b4e153e27445b656f71f45efdbaf9b64c43411c752e9d784fd06c75b121ddfe7,61595f556d045f33e5c2b15514c926aeca8f5ea1d0b766e6fb62105e1bf2f8ac,1912349,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.1.lp.gz,1912122,213356,09303bc7d4801846af5be5e4efdf5b54d676d9a77e891b8d03048119c3fbf72a,9bac4d42c3ad51532783bb23d5e9fb2df46f86c100bbeb7daa9427c87bf0386b,09303bc7d4801846af5be5e4efdf5b54d676d9a77e891b8d03048119c3fbf72a,1912122,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.1.lp.gz,1912334,213344,1790e35174daeafcee1762428590cb0fa1f5badf8fc335dc8c8490e48e1e9a41,0316871214668a48dba7101f7a5f071d67e6027f320ea0e911bdfcc9b0a9bf86,1790e35174daeafcee1762428590cb0fa1f5badf8fc335dc8c8490e48e1e9a41,1912334,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.1.lp.gz,1912123,213357,8b9e15cd2fa032873dd2ab906c754c3338020a35e4306acd28ce04b2d091ba79,d28c54d0e0fe87a3962848ecdd2b54ed3136b49d4344991038fccc66751ae42b,8b9e15cd2fa032873dd2ab906c754c3338020a35e4306acd28ce04b2d091ba79,1912123,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.1.lp.gz,1912349,213357,824d44ce9b7a1e509c993266839bd0172e710230394beaaad8a2e5c5ef2717df,43e66ca8e05a75b7e65f49f897e26e212182b66a4e57dabadf028d8d58c075f9,824d44ce9b7a1e509c993266839bd0172e710230394beaaad8a2e5c5ef2717df,1912349,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.0.lp.gz,1912347,213352,742232f43d1b01f7e580db9f872949c05708e4c0e0d7aace49d99af7bba15386,2a6732c6438dd0835d8c634286b926e3f3c94568666fa7bd4ea7292aae224a76,742232f43d1b01f7e580db9f872949c05708e4c0e0d7aace49d99af7bba15386,1912347,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.0.0.lp.gz,1912052,213361,a2a200be626e64b5bce515d4d06c2e750db2fae47a6e37cf7d55bdb81b63c5d1,70ea08e06482591151e17a918522ae790720a306f98beddb987438bc3f106ea9,a2a200be626e64b5bce515d4d06c2e750db2fae47a6e37cf7d55bdb81b63c5d1,1912052,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.0.1.lp.gz,1912124,213358,be6d5cf5b42c80ad585ca12981dc635379db82150972dcc540595dc64e7d3469,0da6ad81ccda5fb56495e6f947a8045291cb7413ab0000b1ac8efd728044217b,be6d5cf5b42c80ad585ca12981dc635379db82150972dcc540595dc64e7d3469,1912124,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.0.lp.gz,1912349,213348,941a4ed18ecb70756e2981995efcaf8be1beeb39ba8b0a1656f4616e6dd57430,06b5aafabf779d0523cad286c9fee2f448acd365ba074ad7d214ff843226aef0,941a4ed18ecb70756e2981995efcaf8be1beeb39ba8b0a1656f4616e6dd57430,1912349,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.1.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.1.0.lp.gz,1912348,213351,ff8dc8b574e172f70941359d9c951b9642f412767ca16a1eeabddd9b63e6b3d7,108614cdb7cb88a3276534626d7b46543aa5dd612ac52ab2ba6a4bf1a5810802,ff8dc8b574e172f70941359d9c951b9642f412767ca16a1eeabddd9b63e6b3d7,1912348,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.1.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.1.1.lp.gz,1912347,213347,778a4fd99b5da768699600466e1356f1ee6f5ca2647585c2e50939b85137e004,46b8a45f96308c559e4d3202becad81dffcae8f0b393f5b4af6ddb71f5d1422d,778a4fd99b5da768699600466e1356f1ee6f5ca2647585c2e50939b85137e004,1912347,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.1.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.1.lp.gz,1912348,213360,15ce514c59a3363289c55d38a82fa6f69a048f01b012f15757fb9d20a5de8ee0,29fda2dca15cb16f2794b6eea60ad94ab44b61550ec775fa7e68f090a22c083e,15ce514c59a3363289c55d38a82fa6f69a048f01b012f15757fb9d20a5de8ee0,1912348,gzip_level9_mtime0_filename_omitted
results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.lp,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage4__V12_M2__c3_replica__rep2__300s/external/models/R.1.0.0.1.1.0.0.0.lp.gz,1912349,213351,d2deb9f5697784c63e9bf099905aae9978625052e807ce7a57e549a753903b83,fe0ebf12866bab20a6f3aba7422770ee0cbb9b75225d4eb5557965c68aaf8c46,d2deb9f5697784c63e9bf099905aae9978625052e807ce7a57e549a753903b83,1912349,gzip_level9_mtime0_filename_omitted
